customer_id,first_name,last_name,email,phone_number,signup_date,gender,age,is_guest,customer_status,signup_channel,loyalty_tier,email_verified,marketing_opt_in,mailing_address,billing_address,loyalty_enrollment_date,clv_bucket
CUST-1476,Kaitlin,York,kaitlin.york@yahoo.com,872.571.3996x0713,2025-06-07,Male,60.0,False,Inactive,Phone,Bronze,True,False,"40979 Wallace Crossroad, Kelseyfurt, GU 06174","40979 Wallace Crossroad, Kelseyfurt, GU 06174",2025-07-06,Low
CUST-1477,Elizabeth,Smith,elizabeth.smith@yahoo.com,3038386840,2025-02-28,Unknown,30.0,False,Inactive,Website,Platinum,False,True,"032 Kenneth Tunnel, Hendersonmouth, SD 44610","032 Kenneth Tunnel, Hendersonmouth, SD 44610",2025-04-12,High
CUST-1478,Heather,Hunter,heather.hunter@gmail.com,(543)563-1732x89959,2025-04-22,Unknown,31.0,False,Active,Website,Platinum,True,True,"394 Hoover Ramp, North Marystad, VI 68070","394 Hoover Ramp, North Marystad, VI 68070",2025-04-22,High
CUST-1479,Ryan,Kelly,ryan.kelly@yahoo.com,+1-762-556-2744x59983,2025-01-11,Unknown,37.0,False,Dormant,Social Media,Bronze,True,False,"17484 Clark Plains Apt. 190, Claytonfurt, MP 43745","17484 Clark Plains Apt. 190, Claytonfurt, MP 43745",2025-01-13,Low
CUST-1480,Alexandra,Martin,alexandra.martin@yahoo.com,940.286.1339,2025-01-13,Female,55.0,False,Dormant,Website,Bronze,True,True,"3683 Butler Hills, Piercemouth, OR 45142","3683 Butler Hills, Piercemouth, OR 45142",2025-07-29,Low
CUST-1481,Austin,Flores,austin.flores@hotmail.com,+1-245-770-3919,2025-02-27,Female,26.0,False,Active,email,Bronze,True,True,"45843 Chad Cove Apt. 227, Garciashire, CA 88021","45843 Chad Cove Apt. 227, Garciashire, CA 88021",2025-07-25,Low
CUST-1482,Christopher,Lee,christopher.lee@gmail.com,465.449.5161x12087,2025-04-04,Unknown,61.0,False,Active,Website,Bronze,True,True,"USNV Smith, FPO AE 64114","USNV Smith, FPO AE 64114",2025-04-12,Low
CUST-1483,Kevin,Hogan,kevin.hogan@yahoo.com,414.566.5621x5449,2024-12-09,Female,48.0,False,Inactive,Social Media,Platinum,,True,"072 Mendoza Dale, New Mikeville, IL 44525","072 Mendoza Dale, New Mikeville, IL 44525",2025-06-26,High
CUST-1484,Roger,Acosta,roger.acosta@hotmail.com,(543)449-4986x6143,2024-12-28,Male,51.0,False,active,email,Platinum,True,True,"47394 Shane Pine, Harveyville, AL 92604","47394 Shane Pine, Harveyville, AL 92604",2025-06-10,High
CUST-1485,Elizabeth,Cross,elizabeth.cross@gmail.com,+1-970-547-8503x4307,2025-01-10,Unknown,63.0,False,Active,Website,Silver,True,False,"Unit 4495 Box 0090, DPO AP 75567","Unit 4495 Box 0090, DPO AP 75567",2025-02-15,Low
CUST-1486,Jason,Guzman,jason.guzman@hotmail.com,+1-817-904-4477x22041,2024-10-23,Unknown,66.0,False,Active,Website,Platinum,False,True,"68870 Wright Orchard, Port Jessicaburgh, NM 46355","68870 Wright Orchard, Port Jessicaburgh, NM 46355",2024-11-08,High
CUST-1487,Ryan,Jimenez,ryan.jimenez@gmail.com,4323762996,2025-02-11,Male,33.0,False,Active,Website,Silver,True,True,"PSC 1090, Box 0093, APO AP 26442","PSC 1090, Box 0093, APO AP 26442",2025-07-19,Medium
CUST-1488,Robert,Thompson,robert.thompson@yahoo.com,659-994-0496,2025-08-02,Male,35.0,False,Active,email,Platinum,True,False,"2172 Stacey Motorway, Karenfort, VT 50218","2172 Stacey Motorway, Karenfort, VT 50218",2025-08-09,High
CUST-1489,Juan,Sweeney,juan.sweeney@yahoo.com,+1-548-813-2436,2025-03-28,Female,34.0,False,Active,Phone,Bronze,False,False,"889 Coleman Center, Andrewton, AL 89892","889 Coleman Center, Andrewton, AL 89892",2025-07-23,Low
CUST-1490,Donna,Walters,donna.walters@yahoo.com,822.291.4396x8008,2025-02-22,Male,32.0,False, Active ,Social Media,Platinum,True,False,"04821 Wilson Brook, North Sydneyberg, MP 34138","04821 Wilson Brook, North Sydneyberg, MP 34138",2025-03-31,High
CUST-1491,Deanna,Browning,deanna.browning@hotmail.com,643.376.3530x182,2025-08-01,Unknown,67.0,False,Inactive,Website,Bronze,True,True,"8830 Campbell Cliffs, Miketown, NJ 66680","8830 Campbell Cliffs, Miketown, NJ 66680",2025-08-02,Low
CUST-1492,Corey,Kramer,corey.kramer@hotmail.com,001-816-765-9433x70613,2025-08-09,Male,29.0,False,  Inactive ,Social Media,Bronze,False,True,"271 Sullivan Lodge, Cindyberg, MP 02545","271 Sullivan Lodge, Cindyberg, MP 02545",2025-08-21,Low
CUST-1493,Tiffany,Blackwell,tiffany.blackwell@yahoo.com,001-252-990-9488x33645,2024-10-10,Unknown,63.0,False,Active,Website,Platinum,True,True,"USNV Nelson, FPO AA 06641","USNV Nelson, FPO AA 06641",2025-06-13,High
CUST-1494,Joshua,Mcintosh,joshua.mcintosh@yahoo.com,9273841977,2025-04-27,Unknown,68.0,False,Active,Website,Platinum,True,False,"USNV Maldonado, FPO AP 99741","USNV Maldonado, FPO AP 99741",2025-07-07,High
CUST-1495,Sara,Johnson,sara.johnson@hotmail.com,(945)200-1965x50584,2025-05-30,Male,29.0,False,Inactive,email,Platinum,True,True,"29595 Michelle Courts Suite 767, South Laurachester, NH 31579","29595 Michelle Courts Suite 767, South Laurachester, NH 31579",2025-07-13,High
CUST-1496,Tyler,Norman,tyler.norman@hotmail.com,555.852.9459,2025-01-08,Unknown,68.0,False,Dormant,Website,Platinum,True,False,"009 Zimmerman Mall, Farmerport, WV 08116","009 Zimmerman Mall, Farmerport, WV 08116",2025-03-26,High
CUST-1497,Derek,Grimes,derek.grimes@gmail.com,3756532810,2024-12-14,Male,31.0,False,Active,Social Media,Bronze,True,True,"37421 Cochran Field, North Matthewshire, CO 50867","37421 Cochran Field, North Matthewshire, CO 50867",2025-02-08,Low
CUST-1498,Benjamin,Stewart,benjamin.stewart@gmail.com,395-666-8186x976,2024-12-02,Unknown,22.0,False,Dormant,Website,Platinum,True,True,"8415 Rivera Burg, Smithmouth, WV 27045","8415 Rivera Burg, Smithmouth, WV 27045",2025-07-27,High
CUST-1499,Hannah,Elliott,hannah.elliott@gmail.com,001-725-647-0998x91506,2025-04-12,Unknown,51.0,False,Inactive,Website,Platinum,True,False,"6634 Pineda Groves, South Gabriela, NV 17325","6634 Pineda Groves, South Gabriela, NV 17325",,High
CUST-1500,Kristina,Taylor,kristina.taylor@hotmail.com,273-359-7193x06753,2025-01-15,Male,70.0,False,Inactive,email,Platinum,True,True,"32632 Henry Walk, South Benjamin, FL 20232","32632 Henry Walk, South Benjamin, FL 20232",2025-01-22,High
CUST-1501,Deborah,Medina,deborah.medina@hotmail.com,(942)602-6265x06699,2024-09-02,Unknown,53.0,False,Inactive,Website,Platinum,True,True,"755 Ross Union, Lake Jessicastad, MT 36300","755 Ross Union, Lake Jessicastad, MT 36300",2025-04-19,High
CUST-1502,Robert,Cabrera,robert.cabrera@hotmail.com,001-219-923-3215,2025-08-10,Male,48.0,False,Active,Website,Bronze,True,False,"USNS Roberts, FPO AP 48556","USNS Roberts, FPO AP 48556",,Low
CUST-1503,Tiffany,Velazquez,tiffany.velazquez@hotmail.com,001-749-375-4112,2024-11-20,Unknown,63.0,False,Active,Social Media,Bronze,True,False,"90290 Jacob Hills Apt. 279, Kristiberg, NH 70014","90290 Jacob Hills Apt. 279, Kristiberg, NH 70014",2025-07-13,Low
CUST-1504,Shelley,Armstrong,shelley.armstrong@hotmail.com,760.267.5245,2025-04-17,Male,26.0,False,Inactive,Website,Gold,True,True,"345 Rebecca Springs Suite 184, Cynthiafort, CT 81312","345 Rebecca Springs Suite 184, Cynthiafort, CT 81312",2025-07-01,Medium
CUST-1505,Jose,Davis,jose.davis@hotmail.com,(394)711-9867,2024-12-30,Female,49.0,False,Inactive,email,Bronze,True,False,"PSC 7518, Box 9031, APO AA 40540","PSC 7518, Box 9031, APO AA 40540",2025-06-21,Low
CUST-1506,Steven,Gilbert,steven.gilbert@hotmail.com,354.875.9074x51539,2025-07-11,Unknown,29.0,False,active,Website,Bronze,True,True,"901 Williams Brook, Huberbury, WI 35726","901 Williams Brook, Huberbury, WI 35726",2025-07-24,Low
CUST-1507,Richard,Taylor,richard.taylor@hotmail.com,(638)528-9864x4369,2025-07-24,Unknown,46.0,False,Active,Phone,Platinum,True,False,"231 Stanley Dale, Robertfurt, AS 78747","231 Stanley Dale, Robertfurt, AS 78747",2025-07-24,High
CUST-1508,Benjamin,Khan,benjamin.khan@yahoo.com,001-230-395-0954,2025-05-20,Male,30.0,False,inactive,Website,Silver,True,True,"57800 George Extensions, West Normatown, NJ 87967","57800 George Extensions, West Normatown, NJ 87967",2025-07-16,Low
CUST-1509,Kimberly,Huff,kimberly.huff@gmail.com,+1-768-965-4271,2025-03-18,Unknown,61.0,False,Active,Website,Platinum,True,False,"813 Stevenson Harbors, Halemouth, GU 84217","813 Stevenson Harbors, Halemouth, GU 84217",2025-06-09,High
CUST-1510,Melissa,Lam,melissa.lam@gmail.com,001-950-390-4484,2025-06-27,Female,25.0,False,Inactive,Social Media,Gold,True,True,"623 Diaz Alley, Meltonbury, MT 21841","623 Diaz Alley, Meltonbury, MT 21841",2025-07-11,High
CUST-1511,Russell,House,russell.house@hotmail.com,712.241.9566x79237,2025-01-16,Male,40.0,False,Inactive,Website,Bronze,False,True,"75140 Damon Ferry Apt. 398, Garyshire, IN 28239","75140 Damon Ferry Apt. 398, Garyshire, IN 28239",2025-05-27,Low
CUST-1512,Joseph,Smith,joseph.smith@yahoo.com,515.761.0344,2024-10-29,Male,59.0,False,Active,Website,Platinum,True,False,"1877 Munoz Plaza Suite 792, Jacksonfort, IL 48221","1877 Munoz Plaza Suite 792, Jacksonfort, IL 48221",2024-11-16,High
CUST-1513,Robert,Perez,robert.perez@hotmail.com,847.724.9248,2025-06-30,Unknown,25.0,False,Inactive,Website,Bronze,True,False,"38430 Vanessa Expressway Suite 526, Port Charlenestad, AR 94820","38430 Vanessa Expressway Suite 526, Port Charlenestad, AR 94820",2025-07-13,Low
CUST-1514,Charles,Richard,charles.richard@gmail.com,+1-899-889-7819x6073,2025-06-22,Unknown,40.0,False,Active,Phone,Platinum,False,False,"18478 Crystal Mews Apt. 963, Bradleyborough, VA 34254","18478 Crystal Mews Apt. 963, Bradleyborough, VA 34254",2025-07-23,High
CUST-1515,Erin,Davis,erin.davis@hotmail.com,713-768-7972x370,2025-06-30,Male,59.0,False,Active,Website,Platinum,True,True,"45113 Harris Ports Suite 970, Jonesland, PR 61839","45113 Harris Ports Suite 970, Jonesland, PR 61839",2025-07-17,High
CUST-1516,Daniel,Ramos,daniel.ramos@yahoo.com,761-981-3906,2025-05-03,Male,61.0,False,Inactive,Social Media,Silver,False,False,"5318 Rodriguez Pass Suite 346, Lake Michelle, MS 79995","5318 Rodriguez Pass Suite 346, Lake Michelle, MS 79995",2025-05-17,Low
CUST-1517,Anna,Turner,anna.turner@gmail.com,(882)849-2238,2025-03-23,Male,60.0,False,Active,Website,Gold,True,True,"383 Brian Spurs, Johnbury, NC 25479","383 Brian Spurs, Johnbury, NC 25479",2025-05-12,High
CUST-1518,Jason,Smith,jason.smith@yahoo.com,+1-505-963-9363,2024-09-29,Male,58.0,False,Active,Website,Gold,True,False,"28984 Cory Plain, South Aaronside, VT 62210","28984 Cory Plain, South Aaronside, VT 62210",,Medium
CUST-1519,Jason,Jones,jason.jones@gmail.com,228.232.6260x5666,2024-09-27,Female,51.0,False,Inactive,Phone,Bronze,True,False,"Unit 7890 Box 3274, DPO AA 42903","Unit 7890 Box 3274, DPO AA 42903",,Low
CUST-1520,Susan,Williams,susan.williams@yahoo.com,001-992-670-5681,2024-08-30,Unknown,27.0,False,Active,email,Bronze,True,True,"793 Anna Valleys Suite 135, Karamouth, SD 87072","793 Anna Valleys Suite 135, Karamouth, SD 87072",,Low
CUST-1521,Donna,Hamilton,donna.hamilton@hotmail.com,+1-214-230-3248x4599,2025-07-11,Male,25.0,False,Inactive,email,Bronze,False,True,"5514 Ortiz Junction, Lake Tiffany, WV 61598","5514 Ortiz Junction, Lake Tiffany, WV 61598",2025-08-10,Low
CUST-1522,Joseph,Martinez,joseph.martinez@gmail.com,001-320-581-6168x3704,2025-01-18,Unknown,60.0,False,Active,Phone,Bronze,True,False,"2629 Bates Dam Suite 459, Smithshire, NJ 16221","2629 Bates Dam Suite 459, Smithshire, NJ 16221",2025-01-26,Low
CUST-1523,Heather,Henderson,heather.henderson@yahoo.com,929.302.1754x0902,2025-06-11,Female,31.0,False,Dormant,Website,Platinum,False,False,"459 Hailey Harbors Suite 358, Lauraland, IA 36369","459 Hailey Harbors Suite 358, Lauraland, IA 36369",2025-07-13,High
CUST-1524,Sonya,Robinson,sonya.robinson@hotmail.com,+1-856-708-2285x160,2025-04-18,Unknown,18.0,False,Inactive,email,Bronze,True,False,"USNS Snyder, FPO AP 54164","USNS Snyder, FPO AP 54164",2025-07-02,Low
CUST-1525,Kathryn,Callahan,kathryn.callahan@gmail.com,(634)526-9284x30171,2025-02-05,Unknown,57.0,False,Active,email,Platinum,True,True,"8679 Thompson Spur, North Markchester, PA 17802","8679 Thompson Spur, North Markchester, PA 17802",2025-03-17,High
CUST-1526,Caleb,Jones,caleb.jones@gmail.com,4129895040,2025-01-29,Male,27.0,False,Active,Website,Bronze,True,True,"11004 Alejandro Drive, Lake Anna, GA 46649","11004 Alejandro Drive, Lake Anna, GA 46649",2025-03-27,Low
CUST-1527,Charles,Garcia,charles.garcia@yahoo.com,5133253355,2025-01-06,Unknown,26.0,False,Active,Website,Bronze,True,True,"8464 King Parkway, East Christopherfurt, MO 88435","8464 King Parkway, East Christopherfurt, MO 88435",2025-04-19,Low
CUST-1528,Jason,West,jason.west@hotmail.com,281-352-6127,2024-09-01,Male,28.0,False,Active,Website,Platinum,True,False,"PSC 8466, Box 3770, APO AE 22324","PSC 8466, Box 3770, APO AE 22324",2025-07-15,High
CUST-1529,Sean,Myers,sean.myers@gmail.com,+1-503-387-1408x26035,2025-05-17,Female,19.0,False,Dormant,Social Media,Platinum,True,False,"18874 Bush Station Apt. 267, Dannychester, WY 53798","18874 Bush Station Apt. 267, Dannychester, WY 53798",2025-06-16,High
CUST-1530,David,Mason,david.mason@hotmail.com,(775)837-7555x1283,2025-01-31,Male,55.0,False,Active,Website,Silver,True,False,"62395 Mary Rue Apt. 328, Andrewchester, WV 50222","62395 Mary Rue Apt. 328, Andrewchester, WV 50222",2025-03-06,Medium
CUST-1531,Jessica,Frye,jessica.frye@hotmail.com,382-322-5705,2025-08-15,Male,70.0,False,Active,Social Media,Platinum,True,False,"2504 Ashley Hill Apt. 891, New Sheila, IL 35920","2504 Ashley Hill Apt. 891, New Sheila, IL 35920",2025-08-20,High
CUST-1532,Maria,Harrison,maria.harrison@gmail.com,523-808-7923x828,2025-03-31,Female,58.0,False,Active,Phone,Platinum,True,False,"8040 Dunn Courts Suite 112, North Hannah, CO 27731","8040 Dunn Courts Suite 112, North Hannah, CO 27731",2025-05-28,High
CUST-1533,Chris,Bennett,chris.bennett@yahoo.com,330-758-7945x3938,2025-07-18,Male,40.0,False,  Inactive  ,Website,Bronze,True,False,"0845 Gibson Pass Suite 125, Monicaport, ME 29599","0845 Gibson Pass Suite 125, Monicaport, ME 29599",2025-08-11,Low
CUST-1534,Eric,Richardson,eric.richardson@yahoo.com,(268)618-6498,2024-09-04,Unknown,30.0,False,Active,Website,Platinum,True,True,"31149 Charles Square Apt. 450, Port Lindsey, MI 23550","31149 Charles Square Apt. 450, Port Lindsey, MI 23550",2025-02-16,High
CUST-1535,Tracy,Zimmerman,tracy.zimmerman@gmail.com,809-985-2895x146,2025-04-03,Male,39.0,False,Active,Social Media,Platinum,True,False,"065 Hill Fall Suite 488, Duartebury, DC 87249","065 Hill Fall Suite 488, Duartebury, DC 87249",2025-08-10,High
CUST-1536,Briana,Murphy,briana.murphy@hotmail.com,684.597.6135x98935,2025-05-22,Unknown,49.0,False,Inactive,Website,Platinum,True,False,"2421 Joseph Throughway, Benjaminmouth, AL 47166","2421 Joseph Throughway, Benjaminmouth, AL 47166",2025-07-30,High
CUST-1537,Kayla,Dillon,kayla.dillon@yahoo.com,001-937-421-8409x819,2025-03-27,Unknown,41.0,False,Active,Website,Bronze,True,True,"1806 Coleman Trafficway Suite 764, New Stephanie, KS 03453","1806 Coleman Trafficway Suite 764, New Stephanie, KS 03453",2025-04-26,Low
CUST-1538,Morgan,Moss,morgan.moss@hotmail.com,+1-443-558-0281x32390,2025-07-26,Male,28.0,False,ACTIVE,Website,Bronze,True,False,"46919 Annette Crest, Combsfort, MS 60262","46919 Annette Crest, Combsfort, MS 60262",2025-07-27,Low
CUST-1539,Deanna,Gomez,deanna.gomez@hotmail.com,778-551-1110x8790,2025-01-15,Male,32.0,False,Active,Website,Bronze,True,True,"430 Roberts Ridges, Baldwinmouth, LA 06894","430 Roberts Ridges, Baldwinmouth, LA 06894",,Low
CUST-1540,Henry,Potter,henry.potter@gmail.com,001-268-758-6957x4289,2024-10-01,Female,22.0,False,Active,Website,Platinum,True,False,"PSC 3165, Box 3438, APO AP 56463","PSC 3165, Box 3438, APO AP 56463",2025-01-31,High
CUST-1541,Jessica,Craig,jessica.craig@gmail.com,258-841-0879,2025-03-31,Female,48.0,False,Inactive,Social Media,Bronze,False,True,"435 Brian Green Apt. 515, East Mary, AK 66129","435 Brian Green Apt. 515, East Mary, AK 66129",2025-07-09,Low
CUST-1542,Stephanie,Coleman,stephanie.coleman@hotmail.com,206-658-4986x48102,2025-07-30,Unknown,38.0,False,Dormant,Website,Bronze,True,True,"890 Heather Locks Apt. 144, Port Christophertown, AS 58339","890 Heather Locks Apt. 144, Port Christophertown, AS 58339",2025-07-31,Low
CUST-1543,Wendy,Andrews,wendy.andrews@hotmail.com,(671)462-9993x989,2025-02-22,Unknown,25.0,False,  Active ,email,Platinum,True,False,"614 Joseph Crescent Apt. 872, Lake Madelinehaven, MT 09266","614 Joseph Crescent Apt. 872, Lake Madelinehaven, MT 09266",2025-07-12,High
CUST-1544,Jesus,Jones,jesus.jones@hotmail.com,+1-340-809-4265,2025-07-29,Unknown,66.0,False,Active,Website,Bronze,True,False,"960 Steven Ramp, Mackstad, SC 62563","960 Steven Ramp, Mackstad, SC 62563",2025-08-10,Low
CUST-1545,Troy,Romero,troy.romero@hotmail.com,(855)264-9251x857,2024-09-06,Male,68.0,False,Dormant,Website,Platinum,True,,"56026 Ayala Grove Suite 496, Andersonland, MO 19440","56026 Ayala Grove Suite 496, Andersonland, MO 19440",2024-10-18,High
CUST-1546,Jason,Reed,jason.reed@gmail.com,(499)531-3309x3466,2024-11-09,Female,20.0,False,Active,Website,Platinum,True,True,"4883 Griffin Club, Loganland, OR 68862","4883 Griffin Club, Loganland, OR 68862",2025-03-10,High
CUST-1547,Jason,Lewis,jason.lewis@gmail.com,246.570.3487x3998,2025-06-30,Male,38.0,False,Active,Social Media,Bronze,True,False,"1261 Sarah Haven, Mosesshire, AR 88219","1261 Sarah Haven, Mosesshire, AR 88219",2025-07-01,Low
CUST-1548,Robert,Taylor,robert.taylor@hotmail.com,(667)521-8838x7592,2024-09-24,Female,64.0,False,Dormant,Social Media,Gold,True,True,"USCGC Scott, FPO AA 30166","USCGC Scott, FPO AA 30166",2025-02-07,Medium
CUST-1549,Karen,Kennedy,karen.kennedy@yahoo.com,+1-540-912-6544,2024-09-12,Male,42.0,False,Active,email,Bronze,True,False,"235 Riddle Way Apt. 808, Dianabury, MT 55507","235 Riddle Way Apt. 808, Dianabury, MT 55507",2024-12-02,Low
CUST-1550,Kenneth,Randolph,kenneth.randolph@hotmail.com,564.615.8075x970,2024-08-22,Unknown,32.0,False,  Active ,Website,Gold,True,True,"217 Douglas Street Apt. 650, New Devintown, GU 06051","217 Douglas Street Apt. 650, New Devintown, GU 06051",2025-06-07,High
CUST-1551,Bryce,Dominguez,bryce.dominguez@yahoo.com,001-851-939-1303x7323,2025-04-11,Female,33.0,False,Dormant,Website,Bronze,True,False,"30003 Shawn Unions Suite 238, Smithshire, PR 95996","30003 Shawn Unions Suite 238, Smithshire, PR 95996",2025-04-22,Low
CUST-1552,Stacey,Foster,stacey.foster@yahoo.com,001-701-445-1046,2025-08-07,Female,67.0,False,Active,email,Bronze,True,False,"25794 Sherry Vista, Lake Sarah, ME 26576","25794 Sherry Vista, Lake Sarah, ME 26576",2025-08-19,Low
CUST-1553,Kenneth,Gutierrez,kenneth.gutierrez@hotmail.com,202-620-5796x059,2024-12-13,Unknown,30.0,False, Dormant ,Website,Platinum,True,True,"334 Lane Alley, Stonetown, PW 53536","334 Lane Alley, Stonetown, PW 53536",2025-05-18,High
CUST-1554,Patricia,Zavala,patricia.zavala@yahoo.com,001-246-756-1315x248,2025-05-01,Male,28.0,False,Active,Phone,Bronze,True,False,"709 Kelly Walks Suite 659, North Tinaland, WV 21354","709 Kelly Walks Suite 659, North Tinaland, WV 21354",2025-08-22,Low
CUST-1555,Tabitha,Bishop,tabitha.bishop@gmail.com,9999445084,2025-03-03,Female,53.0,False,Active,Website,Platinum,True,False,"032 Jacob Underpass Apt. 711, Jeffreybury, NM 96150","032 Jacob Underpass Apt. 711, Jeffreybury, NM 96150",2025-06-03,High
CUST-1556,Zachary,Wright,zachary.wright@yahoo.com,342-635-7376,2025-04-08,Male,35.0,False,Active,Website,Platinum,True,False,"0525 Jeremy Plaza, Port Timothyborough, OR 29414","0525 Jeremy Plaza, Port Timothyborough, OR 29414",2025-07-02,High
CUST-1557,Steven,Smith,steven.smith@gmail.com,(553)447-1194,2025-07-19,Male,69.0,False,  Active  ,email,Silver,True,False,"2836 Bennett Estates, Goodwinmouth, AL 94368","2836 Bennett Estates, Goodwinmouth, AL 94368",2025-08-11,Low
CUST-1558,Eric,Cox,eric.cox@yahoo.com,762.924.5085,2025-03-19,Unknown,28.0,False, Inactive  ,email,Bronze,True,False,"5254 John Mews Suite 723, Palmerbury, NM 61361","5254 John Mews Suite 723, Palmerbury, NM 61361",2025-07-23,Low
CUST-1559,Denise,Davis,denise.davis@hotmail.com,2663460826,2025-01-02,Unknown,56.0,False,active,email,Bronze,True,False,"20030 Sean Square, East Ruben, VT 06452","20030 Sean Square, East Ruben, VT 06452",2025-05-09,Low
CUST-1560,Adam,White,adam.white@gmail.com,(930)983-4856,2025-05-20,Female,65.0,False,Active,email,Bronze,True,True,"00948 Collins Squares, Port Pamelamouth, ME 29948","00948 Collins Squares, Port Pamelamouth, ME 29948",2025-08-13,Low
CUST-1561,Scott,Aguilar,scott.aguilar@yahoo.com,(212)237-6596x130,2025-04-09,Female,43.0,False,Active,Website,Bronze,False,True,"6832 Kimberly Locks, New Gregory, FM 84660","6832 Kimberly Locks, New Gregory, FM 84660",2025-07-11,Low
CUST-1562,Claudia,Lewis,claudia.lewis@yahoo.com,(661)804-9005,2025-06-15,Male,67.0,False,Active,Social Media,Bronze,True,True,"3614 Gray Island, Courtneyville, MI 10496","3614 Gray Island, Courtneyville, MI 10496",2025-06-29,Low
CUST-1563,Valerie,Mejia,valerie.mejia@hotmail.com,001-721-464-6989x25573,2025-02-14,Unknown,19.0,False,Inactive,Website,Platinum,True,False,"57591 Franklin Springs Suite 073, Burketon, ME 13379","57591 Franklin Springs Suite 073, Burketon, ME 13379",2025-04-18,High
CUST-1564,Jaime,Kim,jaime.kim@yahoo.com,(339)614-8914,2025-01-12,Male,58.0,False,Active,Website,Platinum,True,True,"7024 Sutton Stream, Kennethtown, MP 27780","7024 Sutton Stream, Kennethtown, MP 27780",2025-04-09,High
CUST-1565,Charles,Perez,charles.perez@yahoo.com,(382)519-4251x43418,2024-12-14,Unknown,52.0,False,Active,Website,Bronze,True,False,"39549 Amy Tunnel Apt. 083, Port Philip, MA 24114","39549 Amy Tunnel Apt. 083, Port Philip, MA 24114",2025-06-18,Low
CUST-1566,Lisa,Hopkins,lisa.hopkins@hotmail.com,895-830-5650x68112,2025-06-05,Unknown,57.0,False,Inactive,email,Platinum,True,True,"3393 Lisa Heights Apt. 272, East Henry, ID 99761","3393 Lisa Heights Apt. 272, East Henry, ID 99761",2025-08-20,High
CUST-1567,Joseph,Rogers,joseph.rogers@yahoo.com,+1-607-732-1139x90562,2024-11-08,Female,66.0,False,Active,Website,Platinum,True,True,"33328 Marilyn Rest Suite 121, North Kristin, MT 63603","33328 Marilyn Rest Suite 121, North Kristin, MT 63603",2025-02-20,High
CUST-1568,Steven,Baker,steven.baker@yahoo.com,+1-443-295-3337x121,2024-09-30,Male,35.0,False,Active,Website,Bronze,False,False,"9977 Glass Stravenue, East Rachelland, VA 57381","9977 Glass Stravenue, East Rachelland, VA 57381",2025-04-19,Low
