order_id,total_items,order_date,customer_id,email,order_channel,is_expedited,customer_tier,order_total,payment_method,shipping_speed,shipping_cost,agent_id,shipping_address,billing_address,clv_bucket,is_reactivated
ORD-58334970,4,2024-08-29,GUEST-102629,elizabeth06@example.com,Web,True,Platinum,1388.42,Credit Card,Overnight,80.0,ONLINE,"96996 Jenkins Roads Apt. 834, Lake Natasha, KS 15941","96996 Jenkins Roads Apt. 834, Lake Natasha, KS 15941",High,False
ORD-59214765,4,2024-08-29,CUST-4894,reginald.williams@yahoo.com,Ebay,False,Platinum,386.17,Credit Card,Standard,5.0,ONLINE,"8461 Lawrence Track, Daniellebury, VI 01603","8461 Lawrence Track, Daniellebury, VI 01603",High,False
ORD-35722941,2,2024-08-30,GUEST-101124,christopher13@example.com,Web,False,gold,852.44,Credit Card,Two-Day,45.0,ONLINE,"1935 Booth Landing, North Peterton, ND 37907","1935 Booth Landing, North Peterton, ND 37907",High,False
ORD-49915523,7,2024-08-30,CUST-3987,tracey.mcclain@yahoo.com,  Social Media ,False,platinum,1544.34,PayPal,Standard,5.0,ONLINE,"233 Ashley Rapids Apt. 988, Lopezview, NC 90032","233 Ashley Rapids Apt. 988, Lopezview, NC 90032",High,False
ORD-36566819,2,2024-08-30,CUST-5782,joy.walker@hotmail.com,phone,True,Platinum,402.63,Credit Card,Two-Day,45.0,CSR-0006,"6148 Atkins Manor, Brianport, AL 37557","6148 Atkins Manor, Brianport, AL 37557",High,False
ORD-57120965,3,2024-08-30,GUEST-103620,nicholeperez@example.org,Social Media,True,Gold,867.35,ACH,Standard,5.0,ONLINE,"2826 Stout Tunnel Apt. 764, New Lynn, NM 95571","2826 Stout Tunnel Apt. 764, New Lynn, NM 95571",High,False
ORD-49333202,2,2024-08-30,GUEST-103882,crystalgray@example.com,Social Media,False,Gold,857.62, Apple Pay  ,Standard,5.0,ONLINE,"510 Smith Village Suite 801, East Travis, MO 43482","510 Smith Village Suite 801, East Travis, MO 43482",High,False
ORD-81796122,13,2024-08-30,CUST-4150,harry.reyes@hotmail.com,Web,True,Platinum,3839.15,Credit Card,Standard,5.0,ONLINE,"1951 Stone Port Apt. 566, New Madelineland, WA 21231","1951 Stone Port Apt. 566, New Madelineland, WA 21231",High,False
ORD-87505785,4,2024-08-31,GUEST-100344,michael36@example.org,Ebay,False,Platinum,1006.84,Apple Pay,Standard,5.0,ONLINE,"166 Williams Gardens Suite 833, Lake Larry, PA 14213","166 Williams Gardens Suite 833, Lake Larry, PA 14213",High,False
ORD-14957762,1,2024-08-31,CUST-6343,thomas.green@yahoo.com,PHONE,False,Gold,748.8,Credit Card,Standard,5.0,CSR-0006,"04133 Alexander Hill, Perkinsport, VI 07305","04133 Alexander Hill, Perkinsport, VI 07305",Medium,False
ORD-16242205,3,2024-08-31,GUEST-100882,taylor70@example.net,SOCIAL MEDIA,True,Gold,614.23,PayPal,Standard,5.0,ONLINE,"0810 Kara Roads Apt. 535, North Andrew, AR 00672","0810 Kara Roads Apt. 535, North Andrew, AR 00672",Medium,False
ORD-15630439,6,2024-08-31,GUEST-100336,glennrebecca@example.org,Web,False,Platinum,1546.57,  Credit Card  ,Overnight,80.0,ONLINE,"324 Sonya Roads Apt. 478, Port Barbaraburgh, WV 75252","324 Sonya Roads Apt. 478, Port Barbaraburgh, WV 75252",High,False
ORD-16726860,1,2024-08-31,CUST-2501,catherine.morris@gmail.com,Web,True,BRONZE,26.75,Credit Card,Standard,5.0,ONLINE,"63309 Fitzgerald Forks Suite 927, East Seanland, CA 49725","63309 Fitzgerald Forks Suite 927, East Seanland, CA 49725",Low,False
ORD-67502527,5,2024-08-31,CUST-6745,john.scott@hotmail.com,Social Media,False,Platinum,1057.7,PayPal,Two-Day,45.0,ONLINE,"Unit 4714 Box 4971, DPO AP 52772","Unit 4714 Box 4971, DPO AP 52772",High,False
ORD-37180873,3,2024-08-31,GUEST-102756,jburton@example.net,Phone,False,Gold,777.66,Credit Card,Two-Day,45.0,CSR-0016,"215 Clark Crossing Apt. 279, Mcgeeville, IN 20695","215 Clark Crossing Apt. 279, Mcgeeville, IN 20695",High,False
ORD-07990881,2,2024-09-01,CUST-3542,kimberly.fields@yahoo.com,Web,True,Silver,325.39,PayPal,Standard,5.0,ONLINE,"4562 Jacob Flat Suite 836, Mirandastad, MI 86336","4562 Jacob Flat Suite 836, Mirandastad, MI 86336",Medium,False
ORD-06193823,6,2024-09-01,CUST-3156,amber.miller@hotmail.com, Phone ,False,Platinum,1794.6,Credit Card,Standard,5.0,CSR-0015,"034 Cooper Inlet, Jacobsburgh, OH 35900","034 Cooper Inlet, Jacobsburgh, OH 35900",High,False
ORD-10981793,3,2024-09-01,CUST-6533,carolyn.bradley@gmail.com,Social Media,False,Platinum,1058.83,Credit Card,  Standard  ,5.0,ONLINE,"748 Cook Drive Suite 090, Longshire, FM 82069","748 Cook Drive Suite 090, Longshire, FM 82069",High,False
ORD-00666463,6,2024-09-01,CUST-5004,angela.lopez@yahoo.com,NewEgg,False,Platinum,1363.7,Credit Card,standard,5.0,ONLINE,"052 Valerie Parkway Suite 878, West Keith, MD 88333","052 Valerie Parkway Suite 878, West Keith, MD 88333",High,False
ORD-84451783,2,2024-09-01,GUEST-100833,jramirez@example.org,Ebay,False,Silver,457.56,Credit Card,Two-Day,45.0,ONLINE,"631 Ellis Grove Apt. 653, New Ryan, FL 15026","631 Ellis Grove Apt. 653, New Ryan, FL 15026", Medium ,False
ORD-65961680,6,2024-09-01,GUEST-101521,tiffanyherring@example.net,Ebay,True,Platinum,1297.62,Credit Card,Standard,5.0,ONLINE,"450 Christine Mission, West Anna, NH 94043","450 Christine Mission, West Anna, NH 94043",High,False
ORD-13018068,8,2024-09-01,CUST-4150,harry.reyes@hotmail.com,WEB,False,Platinum,3519.73,PayPal,Standard,5.0,ONLINE,"1951 Stone Port Apt. 566, New Madelineland, WA 21231","1951 Stone Port Apt. 566, New Madelineland, WA 21231",High,False
ORD-16682277,1,2024-09-01,GUEST-102898,huffmanjohn@example.net,Phone,True,Gold,727.41,PAYPAL,Standard,5.0,CSR-0007,"7507 Patel Shoals Apt. 394, Lake Scottburgh, ND 08209","7507 Patel Shoals Apt. 394, Lake Scottburgh, ND 08209",Medium,False
ORD-84810087,6,2024-09-01,CUST-4210,jeremy.martinez@yahoo.com,  phone ,True,Platinum,1532.2,ACH,Two-Day,45.0,CSR-0002,"329 Williams Grove, South Amber, PR 06337","329 Williams Grove, South Amber, PR 06337",High,False
ORD-17831569,3,2024-09-01,CUST-2870,margaret.aguirre@hotmail.com,Ebay,False,  Platinum  ,1845.25,Credit Card,  Standard  ,5.0,ONLINE,"865 Hudson Avenue Suite 179, New Christopher, SD 83208","865 Hudson Avenue Suite 179, New Christopher, SD 83208",High,False
ORD-02793220,1,2024-09-01,CUST-2379,alexandra.robles@hotmail.com,NewEgg,False,Silver,161.22,Credit Card,Standard,5.0,ONLINE,"01931 Ford River, Elizabethhaven, WI 54823","01931 Ford River, Elizabethhaven, WI 54823",Low,False
ORD-20667888,4,2024-09-01,CUST-1467,ruth.shepard@gmail.com,web,True,Silver,451.55,ACH,Standard,5.0,ONLINE,"5729 Samantha Pine Suite 004, East Amberfurt, PW 64293","5729 Samantha Pine Suite 004, East Amberfurt, PW 64293",Medium,False
ORD-26424155,1,2024-09-02,CUST-5302,rebecca.moore@hotmail.com,Social Media,False,Platinum,187.1,PayPal,Two-Day,45.0,ONLINE,"43142 Ashley Meadows Apt. 385, Kleinhaven, PA 82679","43142 Ashley Meadows Apt. 385, Kleinhaven, PA 82679",High,False
ORD-08424291,4,2024-09-02,CUST-3826,jillian.simmons@yahoo.com,Social Media,False,  Platinum ,1165.88,ACH,Standard,5.0,ONLINE,"746 Nicholas Loop, Port Andreaport, CT 48810","746 Nicholas Loop, Port Andreaport, CT 48810",High,False
ORD-41098788,6,2024-09-02,GUEST-102282,davidrichardson@example.net,Web,False,Platinum,1520.72,Apple Pay,Two-Day,45.0,ONLINE,"696 Stevens Row Apt. 093, Davidland, ID 83639","696 Stevens Row Apt. 093, Davidland, ID 83639",High,False
ORD-03842602,4,2024-09-02,CUST-5782,joy.walker@hotmail.com,Web,False,Platinum,919.48,Credit Card,Overnight,80.0,ONLINE,"6148 Atkins Manor, Brianport, AL 37557","6148 Atkins Manor, Brianport, AL 37557",High,False
ORD-72621634,12,2024-09-02,CUST-1921,leslie.hays@hotmail.com,Phone,True,Platinum,5217.31,Credit Card,Standard,5.0,CSR-0017,"545 Billy Mountain Suite 391, Lake Amberberg, SC 92101","545 Billy Mountain Suite 391, Lake Amberberg, SC 92101",high,False
ORD-56664096,6,2024-09-02,GUEST-100969,barajasclayton@example.net,Web,False,Platinum,1260.02,Google Pay,Two-Day,45.0,ONLINE,"047 Michelle Trail, Darrenside, OR 53960","047 Michelle Trail, Darrenside, OR 53960",High,False
ORD-43230970,1,2024-09-02,GUEST-100823,fmartinez@example.org,Social Media,True,Gold,531.42, PayPal  ,Standard,5.0,ONLINE,"035 Richard Square Apt. 407, South Carol, TX 02133","035 Richard Square Apt. 407, South Carol, TX 02133",Medium,False
ORD-54881216,5,2024-09-02,CUST-1674,matthew.lucas@gmail.com,Web,False,Platinum,1529.57, PayPal  ,Two-Day,45.0,ONLINE,"337 Donna Fork, Port Christinaberg, FL 66235","337 Donna Fork, Port Christinaberg, FL 66235",High,False
ORD-85684323,5,2024-09-02,CUST-5610,ian.lucas@gmail.com,Phone,True,Platinum,1585.47,Credit Card,Two-Day,45.0,CSR-0016,"9031 Joshua Road, Davidville, UT 50047","9031 Joshua Road, Davidville, UT 50047",High,False
ORD-83305037,7,2024-09-02,GUEST-101410,huberteresa@example.com,Web,False,Platinum,1500.3,Credit Card,Standard,5.0,ONLINE,"Unit 4462 Box 7947, DPO AA 25802","Unit 4462 Box 7947, DPO AA 25802",  High  ,False
ORD-01336646,3,2024-09-02,CUST-3564,stephanie.riley@hotmail.com,Ebay,False,Gold,539.39,PayPal,Standard,5.0,ONLINE,"66274 Lee Ways, Alextown, NJ 90118","66274 Lee Ways, Alextown, NJ 90118",Medium,False
ORD-92632151,5,2024-09-03,CUST-2747,tiffany.parker@yahoo.com,Phone,True,Platinum,1516.41,Apple Pay,Standard,5.0,CSR-0014,"4632 Johnson Alley, Murraytown, VI 31728","4632 Johnson Alley, Murraytown, VI 31728",High,False
ORD-00413480,1,2024-09-03,GUEST-102077,kevin17@example.com,Web,False,Bronze,67.59,Credit Card,Standard,5.0,ONLINE,"81101 Jackson Estate Apt. 686, Port Jose, VT 26747","81101 Jackson Estate Apt. 686, Port Jose, VT 26747",Low,False
ORD-07114794,4,2024-09-03,CUST-7465,rachael.walton@hotmail.com,Web,True,Platinum,889.3,Credit Card,STANDARD,5.0,,"01563 James Manors Suite 023, New Tracihaven, AZ 56007","01563 James Manors Suite 023, New Tracihaven, AZ 56007",High,False
ORD-14973037,2,2024-09-03,CUST-4389,william.james@hotmail.com,Web,False,Silver,419.74,Credit Card,Standard,5.0,ONLINE,"64478 Mejia Prairie, Cynthiahaven, IN 84460","64478 Mejia Prairie, Cynthiahaven, IN 84460",Medium,False
ORD-82334218,6,2024-09-03,CUST-6760,paul.rodriguez@yahoo.com,  Web ,False,Platinum,1043.99,PayPal,Overnight,80.0,ONLINE,"5911 Peters Extension, West Deniseside, IL 80301","5911 Peters Extension, West Deniseside, IL 80301",High,False
ORD-36016066,2,2024-09-03,CUST-6623,clarence.davis@yahoo.com,Web,False,Gold,651.0,Credit Card,standard,5.0,ONLINE,"0513 Nguyen Mill, West Richard, LA 05924","0513 Nguyen Mill, West Richard, LA 05924",Medium,False
ORD-24510521,2,2024-09-03,CUST-5268,john.perez@gmail.com,Web,False,Gold,635.78,Credit Card,Standard,5.0,ONLINE,"8573 Moore Landing, New Dawntown, AS 59239","8573 Moore Landing, New Dawntown, AS 59239",Medium,False
ORD-73378281,4,2024-09-03,CUST-6949,tammie.hicks@gmail.com,Web,False,Platinum,2234.77,PayPal,Standard,5.0,ONLINE,"568 Williams Mission, Ritabury, NY 21228","568 Williams Mission, Ritabury, NY 21228",High,False
ORD-42744844,4,2024-09-03,CUST-7188,jack.patel@gmail.com,NewEgg,False,Platinum,988.85,PayPal,Standard,5.0,ONLINE,"243 Brown Expressway Suite 861, Lake Anthony, MS 74010","243 Brown Expressway Suite 861, Lake Anthony, MS 74010",High,False
ORD-82360930,2,2024-09-03,CUST-3569,michelle.hudson@gmail.com,Web,False,Gold,706.9,PayPal,Standard,5.0,ONLINE,"008 Watts Branch Suite 567, Monicaton, OH 75126","008 Watts Branch Suite 567, Monicaton, OH 75126",Medium,False
